Transaction_ID,Payment_Method,Customer_ID,_Item_Identifier,_Outlet_Identifier,Transaction_Date,Units_Sold,Unit_Price,Unit_Margin
OD-1-69178,Credit Card,454,FDX49,OUT010,05-10-2023,3,65.21470636,4.105367204
OD-5-63358,Debit Card,275,FDW02,OUT019,15-04-2023,3,181.9553208,9.707723548
OD-4-25547,Debit Card,483,FDU11,OUT018,13-05-2022,2,48.64363088,5.393159059
OD-2-728,Debit Card,392,DRE12,OUT013,26-12-2022,5,43.7959606,15.06016938
OD-3-8108,Cash,278,NCK06,OUT017,24-11-2022,4,61.5207604,3.264434766
OD-5-38571,Debit Card,108,FDS45,OUT019,24-11-2023,4,240.4747147,149.2030479
OD-4-26969,Credit Card,447,FDW25,OUT018,09-03-2023,3,503.1458286,301.4381743
OD-5-51992,Cash,252,FDP03,OUT019,30-04-2022,1,5.563407482,2.74053873
OD-1-48640,Credit Card,325,FDS45,OUT010,20-08-2022,4,149.6696002,19.02216041
OD-5-67843,Credit Card,246,DRF23,OUT019,19-03-2022,1,57.34325593,33.32301641
OD-1-73482,Cash,234,FDT48,OUT010,12-08-2022,2,458.0801032,293.0623234
OD-1-49325,Cash,200,FDP03,OUT010,13-02-2023,1,6.860398537,2.352883534
OD-3-73797,Cash,335,FDW02,OUT017,12-05-2022,3,324.9458201,260.8976605
OD-5-33806,Debit Card,125,FDP40,OUT019,29-04-2023,1,34.88180534,4.751362597
OD-3-9904,Cash,245,DRE12,OUT017,11-06-2023,5,46.75249255,0.87265986
OD-2-50403,Cash,325,FDP03,OUT013,18-03-2022,1,24.15452268,14.51477686
OD-4-62793,Debit Card,287,FDY24,OUT018,24-09-2023,4,318.521843,306.6291817
OD-5-51560,Credit Card,297,FDX49,OUT019,01-05-2022,5,68.09822206,2.153481508
OD-3-31063,Credit Card,185,DRF23,OUT017,19-09-2022,1,47.62581804,32.46941732
OD-5-64727,Debit Card,336,FDW02,OUT019,29-06-2022,2,181.9553208,91.47055789
OD-3-39460,Cash,310,DRE12,OUT017,18-08-2023,2,46.75249255,32.26917687
OD-3-21551,Cash,173,FDU11,OUT017,03-01-2024,5,39.40097257,9.914070033
OD-4-38188,Credit Card,123,FDX49,OUT018,21-07-2022,3,31.27872377,5.385876439
OD-4-58706,Cash,205,FDW25,OUT018,01-11-2023,2,503.1458286,37.91097455
OD-4-43408,Cash,176,FDX35,OUT018,14-04-2023,1,43.16332114,4.178786384
OD-3-34505,Debit Card,438,NCK06,OUT017,26-03-2022,2,61.5207604,32.35969333
OD-2-35406,Debit Card,345,FDP40,OUT013,16-05-2023,2,46.91868704,29.62913509
OD-3-43092,Cash,491,FDJ10,OUT017,05-10-2023,5,39.92726545,27.11948134
OD-1-59810,Credit Card,278,FDU11,OUT010,28-09-2022,1,25.26137365,5.335417365
OD-3-58730,Cash,218,FDW25,OUT017,10-05-2023,5,374.2385868,338.2316121
OD-3-8914,Debit Card,497,FDB05,OUT017,27-03-2022,3,56.90300263,12.65387342
OD-5-65717,Cash,139,NCU30,OUT019,13-12-2023,2,327.2397316,196.2693297
OD-4-62473,Cash,158,FDS23,OUT018,23-02-2023,3,421.9002223,335.7404816
OD-2-60944,Credit Card,128,NCN53,OUT013,03-11-2023,3,44.12001739,37.49390398
OD-5-70221,Cash,316,NCK06,OUT019,26-12-2022,1,51.76009174,39.29161465
OD-1-71640,Credit Card,396,DRF23,OUT010,12-10-2023,5,57.71182436,26.52561871
OD-5-75278,Debit Card,355,NCU30,OUT019,28-11-2022,2,327.2397316,311.4077192
OD-5-49104,Debit Card,250,FDP40,OUT019,08-04-2022,4,34.88180534,16.935083
OD-2-23593,Cash,205,DRE12,OUT013,14-06-2022,3,43.7959606,32.37229557
OD-1-67245,Cash,138,FDW02,OUT010,16-08-2023,4,282.7576445,118.0137069
OD-5-67439,Debit Card,305,FDU11,OUT019,28-10-2023,4,28.08346112,21.40899181
OD-5-61643,Debit Card,357,FDX49,OUT019,15-02-2023,1,68.09822206,5.303827048
OD-2-3565,Credit Card,226,FDY24,OUT013,11-04-2022,3,459.3341727,94.68969936
OD-5-44272,Cash,179,FDS23,OUT019,08-04-2023,2,477.3320903,253.8544741
OD-1-65572,Cash,205,FDS45,OUT010,26-09-2023,5,149.6696002,102.1946175
OD-3-60940,Debit Card,454,FDW25,OUT017,17-05-2023,4,374.2385868,330.1991219
OD-5-11595,Credit Card,145,FDX35,OUT019,27-09-2023,3,31.24733862,13.35292217
OD-2-12919,Cash,232,DRE12,OUT013,01-09-2023,4,43.7959606,38.97512113
OD-2-37554,Debit Card,496,FDT48,OUT013,01-08-2023,4,241.1920631,127.9309324
OD-5-69221,Credit Card,204,DRK37,OUT019,18-09-2023,2,34.46407009,15.12164252
OD-4-47328,Debit Card,275,FDX49,OUT018,14-05-2022,5,31.27872377,29.75598405
OD-1-44245,Debit Card,336,FDJ10,OUT010,03-10-2023,2,30.21009824,12.61279073
OD-3-65002,Debit Card,326,FDY24,OUT017,15-02-2024,2,489.9469666,163.7564239
OD-1-73307,Cash,332,DRK37,OUT010,11-12-2023,5,35.22690415,18.88061895
OD-5-55684,Cash,162,FDP40,OUT019,14-08-2022,2,34.88180534,7.6179165
OD-1-45273,Debit Card,428,FDT48,OUT010,03-07-2022,1,458.0801032,420.9374941
OD-2-26195,Debit Card,216,FDU11,OUT013,03-11-2022,5,36.50426854,32.08440405
OD-5-59290,Cash,394,FDJ10,OUT019,15-11-2022,2,32.19175988,15.87371674
OD-4-72524,Cash,300,NCK06,OUT018,22-02-2024,2,60.79252454,42.88788922
OD-5-39725,Cash,152,FDX35,OUT019,17-09-2023,3,31.24733862,1.935735166
OD-2-68172,Cash,118,FDP03,OUT013,14-06-2022,4,24.15452268,6.769400751
OD-1-43456,Credit Card,167,NCN53,OUT010,24-12-2023,1,26.21917485,18.96559962
OD-3-29288,Credit Card,234,FDT48,OUT017,06-11-2022,1,222.2090943,5.394641244
OD-1-23901,Debit Card,252,DRE12,OUT010,08-08-2023,2,43.82929381,14.70758411
OD-2-2312,Credit Card,432,FDX35,OUT013,19-06-2023,2,31.36302106,28.47704784
OD-4-6378,Cash,108,FDP03,OUT018,23-10-2022,3,6.543469643,0.290648235
OD-3-69719,Cash,382,FDB05,OUT017,16-10-2022,2,56.90300263,5.851392675
OD-2-32818,Cash,204,NCK06,OUT013,21-09-2023,5,45.83808551,18.53109177
OD-3-38055,Credit Card,145,FDU11,OUT017,26-08-2022,4,39.40097257,2.051550318
OD-5-66681,Credit Card,279,FDP40,OUT019,17-04-2022,3,34.88180534,18.54172533
OD-1-51931,Credit Card,472,FDU11,OUT010,26-03-2023,5,25.26137365,12.95477439
OD-2-63436,Debit Card,341,FDP03,OUT013,30-04-2023,2,24.15452268,3.398247742
OD-5-21940,Cash,420,DRF23,OUT019,21-05-2022,2,57.34325593,30.39799305
OD-3-13357,Cash,127,NCU30,OUT017,06-10-2022,3,354.7770506,32.47354962
OD-4-37243,Cash,462,FDW25,OUT018,08-07-2022,3,503.1458286,132.7493565
OD-2-4032,Debit Card,428,FDP40,OUT013,30-05-2022,2,46.91868704,8.98227902
OD-4-71232,Credit Card,338,FDX49,OUT018,03-06-2022,5,31.27872377,2.74974746
OD-1-14800,Cash,404,FDF50,OUT010,04-11-2023,3,26.88336657,18.00199915
OD-1-12653,Credit Card,304,DRE12,OUT010,04-02-2024,2,43.82929381,2.026142334
OD-1-10388,Cash,167,FDJ10,OUT010,16-05-2022,2,30.21009824,5.031128037
OD-5-53839,Cash,438,FDY24,OUT019,10-12-2023,1,381.3781884,333.084715
OD-1-27564,Cash,388,FDP40,OUT010,17-01-2024,1,20.9340788,11.57478797
OD-1-22306,Cash,417,FDT48,OUT010,05-03-2022,2,458.0801032,74.47579763
OD-4-74324,Cash,144,FDW25,OUT018,12-12-2022,3,503.1458286,60.97377143
OD-5-4266,Debit Card,344,FDT48,OUT019,16-10-2022,5,451.8740318,349.922582
OD-1-45756,Credit Card,176,FDS45,OUT010,15-03-2023,1,149.6696002,27.3524844
OD-5-2979,Debit Card,121,FDP03,OUT019,23-03-2022,2,5.563407482,3.258314851
OD-5-30593,Debit Card,153,FDJ10,OUT019,26-04-2022,2,32.19175988,3.754694451
OD-4-39423,Debit Card,310,FDS45,OUT018,13-05-2023,5,131.3570042,48.6381581
OD-3-50210,Cash,307,FDY24,OUT017,31-08-2022,1,489.9469666,476.5062024
OD-2-12527,Cash,308,DRF23,OUT013,05-11-2022,1,30.09940708,7.113603506
OD-2-22085,Debit Card,428,FDS45,OUT013,26-04-2023,1,207.6605809,123.7295581
OD-3-62591,Credit Card,185,FDB05,OUT017,30-06-2022,5,56.90300263,36.00048538
OD-5-56848,Debit Card,213,DRK37,OUT019,25-04-2022,1,34.46407009,22.58764688
OD-1-65626,Debit Card,118,FDX35,OUT010,11-08-2022,1,39.20682726,10.02202759
OD-4-18858,Cash,209,DRE12,OUT018,27-06-2022,1,32.3065121,9.586300841
OD-4-25274,Cash,219,FDU11,OUT018,03-05-2023,4,48.64363088,7.046625551
OD-1-62807,Cash,146,NCK06,OUT010,11-06-2023,2,88.49748541,1.111032403
OD-3-70996,Credit Card,388,FDS23,OUT017,16-04-2023,3,232.6511894,11.01180805
OD-5-74344,Credit Card,102,FDY24,OUT019,07-02-2024,4,381.3781884,27.85929185
OD-2-22617,Credit Card,201,NCU30,OUT013,30-09-2023,3,226.8383278,192.2051999
OD-2-30647,Cash,220,FDW25,OUT013,24-10-2022,4,224.6097496,100.4395586
OD-2-42544,Credit Card,186,DRK37,OUT013,30-01-2024,2,31.2000117,29.12973798
OD-1-59892,Cash,497,FDX49,OUT010,19-10-2022,5,65.21470636,37.51808413
OD-5-28075,Credit Card,108,FDS23,OUT019,07-10-2023,4,477.3320903,458.3243916
OD-2-62578,Debit Card,361,FDY24,OUT013,06-03-2022,2,459.3341727,334.2080548
OD-2-51645,Cash,206,FDP03,OUT013,02-12-2023,2,24.15452268,12.34321196
OD-4-40681,Cash,420,FDS23,OUT018,02-10-2023,4,421.9002223,120.2554269
OD-3-55178,Credit Card,295,FDU11,OUT017,20-03-2022,1,39.40097257,36.30454918
OD-4-6716,Debit Card,327,FDS45,OUT018,13-07-2023,5,131.3570042,70.85597467
OD-2-12505,Cash,401,FDX49,OUT013,13-06-2023,2,64.62947005,8.286158734
OD-3-26316,Debit Card,238,FDS23,OUT017,09-04-2023,4,232.6511894,25.98636877
OD-3-12394,Credit Card,112,FDS23,OUT017,21-04-2022,3,232.6511894,171.9607418
OD-1-21721,Credit Card,366,FDJ10,OUT010,25-07-2022,3,30.21009824,16.46745941
OD-4-17441,Debit Card,463,FDB05,OUT018,01-09-2023,5,78.25460112,70.11502551
OD-1-48945,Cash,138,FDU11,OUT010,12-05-2023,5,25.26137365,18.30105446
OD-2-562,Cash,211,NCN53,OUT013,08-04-2022,2,44.12001739,23.93609569
OD-4-18545,Credit Card,380,DRF23,OUT018,24-01-2023,5,92.52553193,53.73326043
OD-3-73310,Cash,477,FDP40,OUT017,21-09-2022,4,18.15730745,1.26839548
OD-1-75433,Cash,179,FDS23,OUT010,06-10-2022,1,313.6433547,26.02526916
OD-5-51969,Credit Card,330,DRF23,OUT019,03-02-2024,1,57.34325593,22.81759199
OD-1-13968,Credit Card,478,NCN53,OUT010,17-04-2022,3,26.21917485,15.86197597
OD-5-56014,Credit Card,419,DRE12,OUT019,04-04-2023,4,18.82924101,10.41004502
OD-1-25377,Cash,376,FDB05,OUT010,14-10-2023,3,28.03477811,8.101403568
OD-3-41122,Cash,380,FDY24,OUT017,28-03-2023,3,489.9469666,396.0501081
OD-4-20272,Credit Card,107,FDP03,OUT018,17-10-2022,1,6.543469643,5.189226327
OD-4-58637,Credit Card,386,FDF50,OUT018,26-10-2022,4,53.33961269,23.02704356
OD-1-27380,Cash,345,FDS45,OUT010,15-04-2023,1,149.6696002,141.1541138
OD-3-2423,Cash,279,FDX35,OUT017,08-11-2022,2,69.72216042,63.00199975
OD-5-70210,Cash,117,FDP03,OUT019,29-07-2023,1,5.563407482,0.283312364
OD-5-64620,Cash,248,DRF23,OUT019,19-12-2022,3,57.34325593,39.50343639
OD-4-43564,Cash,235,FDU11,OUT018,23-09-2022,2,48.64363088,47.62164644
OD-2-67451,Credit Card,218,FDS23,OUT013,08-05-2023,1,242.0787751,221.6129522
OD-3-73089,Credit Card,243,FDP40,OUT017,30-10-2023,1,18.15730745,13.59851556
OD-1-69671,Credit Card,243,FDF50,OUT010,31-10-2023,2,26.88336657,16.40173692
OD-3-30709,Credit Card,238,FDU11,OUT017,05-08-2022,2,39.40097257,8.624604586
OD-1-49366,Cash,443,FDS45,OUT010,09-04-2022,4,149.6696002,58.16964505
OD-4-51204,Cash,124,FDB05,OUT018,05-06-2022,4,78.25460112,72.16406845
OD-1-63725,Credit Card,112,FDJ10,OUT010,04-11-2023,2,30.21009824,16.42518709
OD-4-20806,Credit Card,289,FDF50,OUT018,22-02-2023,3,53.33961269,25.18767374
OD-1-42567,Debit Card,415,FDF50,OUT010,20-10-2023,4,26.88336657,14.1274634
OD-4-20400,Cash,397,NCN53,OUT018,08-01-2024,2,23.64817326,18.88184256
OD-4-65292,Credit Card,379,FDP40,OUT018,29-07-2023,1,34.42402725,0.726659602
OD-4-16103,Cash,245,NCN53,OUT018,19-09-2023,5,23.64817326,5.901232757
OD-2-37867,Cash,135,DRE12,OUT013,14-06-2022,3,43.7959606,3.168087565
OD-3-25478,Debit Card,367,FDF50,OUT017,24-05-2022,4,83.66445872,44.04960423
OD-5-54972,Credit Card,295,FDU11,OUT019,28-06-2022,3,28.08346112,6.638286409
OD-3-56264,Credit Card,383,DRE12,OUT017,31-08-2023,4,46.75249255,13.4603291
OD-1-65990,Debit Card,170,FDS45,OUT010,25-10-2023,3,149.6696002,30.41266681
OD-5-69390,Debit Card,409,NCK06,OUT019,05-03-2023,1,51.76009174,12.94047518
OD-2-58386,Credit Card,117,FDS45,OUT013,15-10-2023,5,207.6605809,26.29235342
OD-2-68509,Credit Card,393,FDP03,OUT013,25-07-2022,1,24.15452268,12.5328659
OD-1-49905,Credit Card,239,DRF23,OUT010,15-05-2023,1,57.71182436,38.7530234
OD-3-61282,Cash,444,NCK06,OUT017,23-05-2022,1,61.5207604,27.60018311
OD-2-11835,Cash,407,DRF23,OUT013,30-10-2023,2,30.09940708,11.94493858
OD-2-26078,Cash,159,NCK06,OUT013,09-09-2023,5,45.83808551,2.24647736
OD-3-7292,Credit Card,255,FDY24,OUT017,10-03-2022,5,489.9469666,439.556497
OD-5-40159,Debit Card,437,NCU30,OUT019,15-11-2023,1,327.2397316,286.8508086
OD-3-3697,Debit Card,199,FDJ10,OUT017,01-04-2022,3,39.92726545,18.00835037
OD-3-8750,Debit Card,299,FDY24,OUT017,07-11-2022,2,489.9469666,356.8867905
OD-3-41937,Cash,146,NCN53,OUT017,21-08-2023,4,49.27073874,16.62629068
OD-2-61138,Credit Card,274,FDX49,OUT013,07-06-2022,3,64.62947005,14.70577345
OD-1-74130,Debit Card,286,NCN53,OUT010,26-05-2022,5,26.21917485,8.366355535
OD-1-15686,Debit Card,408,NCN53,OUT010,13-10-2022,4,26.21917485,3.06728783
OD-4-25017,Debit Card,311,FDT48,OUT018,02-06-2022,1,370.5782602,234.3552701
OD-4-39421,Debit Card,174,FDU11,OUT018,03-09-2022,1,48.64363088,6.241695524
OD-1-755,Cash,270,FDW25,OUT010,23-12-2023,5,129.6596375,27.96270488
OD-5-66939,Cash,432,FDS23,OUT019,16-10-2023,5,477.3320903,216.3925578
OD-2-39629,Credit Card,133,NCU30,OUT013,03-11-2023,4,226.8383278,5.989893272
OD-3-56857,Credit Card,213,FDX49,OUT017,17-06-2023,1,51.27518652,41.60938064
OD-5-41518,Debit Card,231,FDX35,OUT019,13-09-2022,4,31.24733862,29.57740642
OD-1-18017,Credit Card,435,FDX49,OUT010,31-05-2023,2,65.21470636,53.23167129
OD-5-58473,Credit Card,444,FDT48,OUT019,06-05-2022,4,451.8740318,169.8361309
OD-5-13912,Cash,400,FDP40,OUT019,22-03-2022,4,34.88180534,19.7034292
OD-3-52637,Cash,290,DRF23,OUT017,27-04-2022,1,47.62581804,19.74128308
OD-3-62580,Cash,199,DRE12,OUT017,30-04-2023,3,46.75249255,22.12503713
OD-2-20740,Credit Card,365,FDS23,OUT013,21-10-2023,5,242.0787751,198.4447123
OD-5-58461,Cash,369,FDS23,OUT019,02-03-2022,5,477.3320903,352.8441367
OD-2-40052,Debit Card,421,FDS45,OUT013,15-10-2022,4,207.6605809,60.83786312
OD-3-4344,Credit Card,495,FDX35,OUT017,01-10-2022,3,69.72216042,33.94391885
OD-3-3316,Debit Card,459,FDU11,OUT017,30-06-2022,3,39.40097257,21.21017891
OD-1-21553,Credit Card,477,FDX35,OUT010,12-07-2022,3,39.20682726,26.4548405
OD-4-42491,Debit Card,448,FDX49,OUT018,30-10-2023,2,31.27872377,19.38969898
OD-5-70559,Debit Card,303,FDU11,OUT019,30-06-2023,5,28.08346112,17.38276887
OD-2-27631,Credit Card,378,FDP03,OUT013,27-04-2023,1,24.15452268,5.0073833
OD-3-74589,Debit Card,354,FDP03,OUT017,14-09-2023,2,21.09502954,19.93215974
OD-1-10498,Cash,177,FDP40,OUT010,25-01-2023,1,20.9340788,6.739247775
OD-1-52381,Credit Card,468,FDW25,OUT010,10-08-2022,2,129.6596375,111.6898234
OD-4-16516,Debit Card,275,DRE12,OUT018,27-01-2023,2,32.3065121,26.58517652
OD-1-39913,Debit Card,220,FDW02,OUT010,12-10-2022,4,282.7576445,101.6588135
OD-2-65983,Credit Card,471,DRF23,OUT013,22-04-2023,5,30.09940708,7.352301948
OD-1-66835,Debit Card,465,FDX35,OUT010,23-01-2024,2,39.20682726,17.52798073
OD-2-49200,Debit Card,477,NCK06,OUT013,26-08-2023,3,45.83808551,42.66940434
OD-4-35699,Debit Card,494,FDT48,OUT018,13-10-2023,3,370.5782602,200.5885283
OD-3-55483,Debit Card,152,FDX49,OUT017,15-03-2023,5,51.27518652,28.53689801
OD-1-36813,Credit Card,262,FDX49,OUT010,05-08-2022,4,65.21470636,25.49522238
OD-2-57189,Credit Card,440,FDX35,OUT013,11-07-2022,5,31.36302106,3.827709304
OD-5-40826,Cash,421,FDJ10,OUT019,04-05-2023,1,32.19175988,10.27872053
OD-2-49814,Credit Card,491,FDX35,OUT013,12-02-2023,1,31.36302106,23.66331683
OD-4-37746,Credit Card,267,FDW25,OUT018,20-04-2022,2,503.1458286,182.5210215
OD-2-10902,Cash,369,FDS23,OUT013,12-07-2022,2,242.0787751,133.4517556
OD-5-25618,Credit Card,478,FDJ10,OUT019,24-03-2022,2,32.19175988,5.056122593
OD-3-62735,Credit Card,187,FDU11,OUT017,31-12-2023,1,39.40097257,10.77548105
OD-5-23762,Debit Card,478,FDS45,OUT019,27-04-2022,4,240.4747147,168.574481
OD-1-42116,Credit Card,262,FDY24,OUT010,12-11-2022,5,271.9198837,251.746135
OD-1-3237,Credit Card,339,FDP03,OUT010,20-08-2023,3,6.860398537,1.897846294
OD-3-65294,Cash,342,FDJ10,OUT017,21-09-2023,3,39.92726545,10.10972927
OD-1-38388,Credit Card,115,FDU11,OUT010,09-10-2022,2,25.26137365,14.30180046
OD-4-35178,Credit Card,438,FDF50,OUT018,02-10-2022,5,53.33961269,34.85116131
OD-3-25780,Credit Card,263,FDS23,OUT017,29-07-2022,3,232.6511894,28.06857073
OD-4-41270,Debit Card,117,FDS23,OUT018,15-12-2022,2,421.9002223,286.4358409
OD-1-67856,Cash,429,DRE12,OUT010,17-03-2022,2,43.82929381,31.16169254
OD-2-54196,Cash,486,FDX49,OUT013,19-02-2023,1,64.62947005,10.17137361
OD-5-48847,Credit Card,198,FDT48,OUT019,01-04-2023,4,451.8740318,271.8349692
OD-5-64847,Credit Card,334,FDX49,OUT019,12-08-2022,3,68.09822206,27.98873443
OD-3-20786,Cash,479,DRE12,OUT017,03-09-2022,5,46.75249255,28.019635
OD-3-48263,Cash,369,FDS45,OUT017,22-09-2023,5,407.2114092,378.20413
OD-3-72118,Debit Card,220,DRE12,OUT017,25-03-2022,4,46.75249255,26.06855762
OD-5-21029,Credit Card,214,FDP40,OUT019,15-10-2022,5,34.88180534,22.06721399
OD-1-71234,Debit Card,186,FDF50,OUT010,26-06-2022,1,26.88336657,16.065822
OD-5-22026,Debit Card,438,FDJ10,OUT019,19-09-2022,2,32.19175988,17.35289836
OD-4-47469,Debit Card,227,FDW02,OUT018,26-05-2023,1,307.6388341,74.10207013
OD-4-6574,Cash,271,NCU30,OUT018,02-07-2023,5,288.2553715,77.30540863
OD-3-67773,Debit Card,374,FDY24,OUT017,25-08-2023,4,489.9469666,346.6339759
OD-2-74529,Debit Card,198,FDX35,OUT013,31-08-2022,1,31.36302106,26.17468243
OD-3-54937,Credit Card,412,NCU30,OUT017,10-03-2022,3,354.7770506,160.28998
OD-4-18308,Debit Card,254,FDU11,OUT018,11-06-2022,2,48.64363088,23.00690379
OD-4-52300,Credit Card,224,FDB05,OUT018,22-04-2023,2,78.25460112,46.57853351
OD-4-66330,Credit Card,399,FDT48,OUT018,12-08-2023,2,370.5782602,213.4250776
OD-5-11910,Credit Card,406,FDB05,OUT019,20-05-2022,2,55.01119411,36.75302091
OD-5-13909,Cash,404,FDT48,OUT019,03-10-2023,4,451.8740318,226.9268509
OD-4-16611,Credit Card,346,FDB05,OUT018,10-06-2023,5,78.25460112,18.97906845
OD-1-68423,Debit Card,472,FDW25,OUT010,27-07-2023,2,129.6596375,84.82692865
OD-3-67350,Credit Card,235,DRE12,OUT017,03-09-2022,1,46.75249255,2.225914145
OD-4-64065,Credit Card,257,FDF50,OUT018,30-07-2023,2,53.33961269,13.32778628
OD-4-37788,Credit Card,298,DRK37,OUT018,09-08-2023,3,13.43239109,9.325334146
OD-5-7820,Debit Card,427,FDB05,OUT019,19-03-2023,2,55.01119411,7.699832139
OD-4-59312,Cash,495,FDF50,OUT018,22-07-2023,1,53.33961269,13.21416706
OD-4-3804,Debit Card,173,NCN53,OUT018,26-12-2023,5,23.64817326,11.58299911
OD-3-2174,Credit Card,250,FDY24,OUT017,10-02-2023,3,489.9469666,421.1385573
OD-4-39361,Credit Card,404,NCK06,OUT018,06-06-2023,3,60.79252454,21.5379847
OD-1-52577,Cash,421,FDU11,OUT010,08-01-2024,4,25.26137365,18.93142392
OD-1-2088,Debit Card,337,NCU30,OUT010,27-09-2022,1,190.8290517,82.73890006
OD-2-16406,Cash,107,FDS23,OUT013,14-03-2023,3,242.0787751,205.3735667
OD-2-52818,Debit Card,478,FDP40,OUT013,15-05-2022,5,46.91868704,43.20342409
OD-3-50421,Credit Card,388,FDS23,OUT017,11-09-2023,5,232.6511894,174.2831814
OD-2-41897,Cash,188,FDP40,OUT013,11-07-2022,3,46.91868704,5.962894622
OD-1-48387,Credit Card,379,FDF50,OUT010,18-03-2023,4,26.88336657,22.43813589
OD-4-47526,Credit Card,155,FDJ10,OUT018,13-03-2023,2,100.8737031,48.0278274
OD-4-18358,Cash,385,FDW25,OUT018,22-09-2022,1,503.1458286,274.6572767
OD-1-70663,Credit Card,355,FDY24,OUT010,21-09-2023,1,271.9198837,160.212542
OD-3-42694,Debit Card,470,FDP03,OUT017,09-02-2023,2,21.09502954,9.441654986
OD-3-53624,Cash,136,NCU30,OUT017,19-10-2022,3,354.7770506,215.4054096
OD-4-76282,Credit Card,145,FDS45,OUT018,22-09-2022,5,131.3570042,62.48163374
OD-1-7037,Credit Card,487,FDT48,OUT010,20-12-2023,1,458.0801032,349.9176094
OD-3-68961,Debit Card,294,FDP40,OUT017,06-09-2023,2,18.15730745,12.73524746
OD-3-37741,Cash,221,FDJ10,OUT017,29-01-2023,5,39.92726545,8.994872084
OD-3-55546,Cash,385,FDB05,OUT017,13-10-2023,3,56.90300263,17.5812198
OD-1-34584,Credit Card,399,FDU11,OUT010,27-07-2022,4,25.26137365,9.198922469
OD-5-62580,Cash,143,FDX49,OUT019,30-01-2024,5,68.09822206,39.19527978
OD-2-36155,Debit Card,148,FDW25,OUT013,26-12-2023,5,224.6097496,156.5268262
OD-2-27682,Credit Card,213,FDJ10,OUT013,25-05-2023,2,26.21847015,0.987633329
OD-3-12284,Credit Card,245,DRE12,OUT017,29-12-2022,2,46.75249255,45.6684608
OD-3-61715,Credit Card,421,DRF23,OUT017,05-09-2023,5,47.62581804,29.87523604
OD-5-17641,Credit Card,313,DRE12,OUT019,23-06-2022,5,18.82924101,5.201504486
OD-2-2768,Debit Card,406,NCK06,OUT013,22-03-2022,2,45.83808551,21.6734532
OD-4-71430,Credit Card,122,FDP03,OUT018,20-06-2023,3,6.543469643,2.474186258
OD-4-67315,Debit Card,243,DRK37,OUT018,21-11-2022,5,13.43239109,9.95998966
OD-1-26803,Cash,200,NCN53,OUT010,23-12-2023,2,26.21917485,3.633058059
OD-4-45741,Debit Card,193,FDY24,OUT018,30-06-2023,4,318.521843,34.81963102
OD-1-25659,Debit Card,346,DRE12,OUT010,28-02-2022,4,43.82929381,38.40395376
OD-3-10396,Credit Card,447,FDU11,OUT017,09-10-2022,3,39.40097257,20.31533457
OD-4-10300,Credit Card,396,FDX49,OUT018,26-06-2022,5,31.27872377,27.13046569
OD-4-3888,Debit Card,139,FDU11,OUT018,29-03-2023,5,48.64363088,30.24478666
OD-4-10969,Debit Card,228,FDS23,OUT018,19-03-2023,4,421.9002223,92.55380671
OD-4-63093,Debit Card,421,FDU11,OUT018,02-03-2022,2,48.64363088,22.39916415
OD-3-56842,Credit Card,131,FDJ10,OUT017,10-07-2022,3,39.92726545,17.69292831
OD-2-46468,Debit Card,356,FDF50,OUT013,17-11-2022,2,43.32688484,32.85163465
OD-5-53958,Cash,376,FDT48,OUT019,19-05-2023,5,451.8740318,353.9365768
OD-3-72767,Credit Card,241,FDT48,OUT017,09-05-2023,5,222.2090943,8.007428125
OD-3-23261,Credit Card,151,FDT48,OUT017,05-02-2024,5,222.2090943,46.05093919
OD-4-76400,Cash,393,FDW25,OUT018,04-08-2023,2,503.1458286,142.0419146
OD-1-5503,Credit Card,125,FDW25,OUT010,08-06-2023,2,129.6596375,32.91106536
OD-2-76638,Credit Card,374,DRK37,OUT013,22-12-2023,2,31.2000117,12.22433362
OD-5-61031,Credit Card,124,DRF23,OUT019,17-09-2023,5,57.34325593,32.69562565
OD-1-13920,Cash,376,FDP03,OUT010,18-09-2022,2,6.860398537,2.00274114
OD-1-5570,Credit Card,110,FDT48,OUT010,15-05-2023,3,458.0801032,3.468774868
OD-4-35305,Credit Card,469,FDS45,OUT018,30-10-2022,1,131.3570042,22.96697861
OD-3-26952,Credit Card,224,DRE12,OUT017,19-09-2022,4,46.75249255,4.20115262
OD-4-2319,Credit Card,398,NCU30,OUT018,06-12-2023,3,288.2553715,280.1361033
OD-4-46132,Credit Card,317,FDU11,OUT018,16-08-2022,4,48.64363088,37.07706347
OD-5-56731,Debit Card,131,FDS45,OUT019,25-11-2023,2,240.4747147,220.4090206
OD-3-8143,Cash,338,FDW25,OUT017,16-03-2023,2,374.2385868,339.8746029
OD-5-24071,Debit Card,396,FDF50,OUT019,07-04-2023,5,61.06231589,16.59061985
OD-3-24421,Debit Card,146,FDJ10,OUT017,19-01-2024,2,39.92726545,7.937900963
OD-2-47294,Credit Card,258,FDW02,OUT013,06-02-2024,1,147.6781996,10.17850059
OD-4-25986,Credit Card,117,FDP40,OUT018,08-12-2023,3,34.42402725,33.18846648
OD-2-57538,Debit Card,409,DRE12,OUT013,13-05-2023,1,43.7959606,10.81585878
OD-2-34548,Debit Card,394,NCN53,OUT013,28-07-2022,1,44.12001739,35.08156797
OD-3-59920,Debit Card,341,NCN53,OUT017,01-05-2022,1,49.27073874,27.45733273
